Title,Salary,Location,Employment Type
"Диспетчер, координатор рейсу міжнародних пасажирських перевезень (Bus Prestige)",13 000 – 25 000 грн,Дистанційно,Повна зайнятість
Спеціаліст з обробки зображень,8 000 – 16 064 грн,Дистанційно,Повна зайнятість
Lead Generation Specialist,18 000 – 30 000 грн,Київ,Повна зайнятість
Middle Python Developer (Django),85 000 – 100 000 грн,Дистанційно,"Повна зайнятість, неповна зайнятість"
QA Engineer (Trainee/Junior),Appexoft,Львів,Повна зайнятість
Менеджер з продажу,Binomarket,Київ,Повна зайнятість
Unreal Engine Expert,10 000 – 15 000 грн,Одеса,Повна зайнятість
Project manager (gamedev),30 000 грн,Дистанційно,Повна зайнятість
"Project Manager, Product owner",35 000 – 70 000 грн,Дистанційно,Повна зайнятість
"Media buyer (gambling, crypto)",50 000 – 100 000 грн,Дистанційно,Повна зайнятість
Lead Generation Specialist,Yesim,Дистанційно,Повна зайнятість
Payment operations manager,NewG Media (IT),Дистанційно,Повна зайнятість
Програміст Java (Trainee),Implemica,Дистанційно,Повна зайнятість
QA Automation Engineer,12 000 – 36 000 грн,Львів,Повна зайнятість
Project manager,100 000 – 220 000 грн,Дистанційно,Повна зайнятість
Business Development Manager,28 000 – 80 000 грн,Львів,Повна зайнятість
Backend Developer,12 000 – 30 000 грн,Львів,Повна зайнятість
Менеджер з продажу і підтримки клієнтів (транспортна логістика),SCTP,Дистанційно,Повна зайнятість
"Фахівець з кібербезпеки (SOC, cybersecurity)",Cyberoo UA,Тернопіль,Повна зайнятість
Спеціаліст технічної підтримки (M.E.Doc),14 000 – 24 000 грн,Львів,Повна зайнятість
"Програміст Java (trainee, стажування)",Implemica,Черкаси,Повна зайнятість
Project-менеджер,20 000 – 35 000 грн,Дистанційно,Повна зайнятість
React-розробник,20 000 – 30 000 грн,Дистанційно,Повна зайнятість
Laravel-розробник,25 000 – 40 000 грн,Дистанційно,Повна зайнятість
"Sales Agent, Account Executive","Zeely, Inc.",Дистанційно,Повна зайнятість
"AI Creator (junior, middle)",17 000 – 30 000 грн,Дистанційно,Повна зайнятість
Старший юрист,80 000 – 100 000 грн,Дистанційно,Повна зайнятість
Адміністратор підтримки системи,"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",Київ,Повна зайнятість
User Acquisition Manager,150 000 – 300 000 грн,Дистанційно,Повна зайнятість
