"Title","Location","Company","Employment_Type","site_name","Salary_from","Salary_to","Job_Category","Salary"
"тестувальник пз (стажер)","Київ","Toy Galaxy","Full-Time","robota",25000,25000,"Testing",NA
"завгосп","Київ","Профі інвест консалтинг, ТОВ","Full-Time","robota",24500,24500,"Non-IT",NA
"junior lawyer","Київ","TCM Group Ukraine","Full-Time","robota",24000,24000,"Non-IT",NA
"trainee full stack developer","Київ","MindWaveIT","Full-Time","robota",24000,24000,"Software Development",NA
"помічника фотографа в шлюбне агентство","Київ","Веб Арт","Full-Time","robota",23000,23000,"Non-IT",NA
"спортивний аналітик (дистанційно хокей)","remote","IntellDetect","Full-Time","robota",22500,22500,"Data Analysis / Data Science",NA
"адміністратор","Київ","Smart Expert","Full-Time","robota",22500,22500,"System Administration / DevOps",NA
"direct-менедженр (без досвіду)","Київ","Мода Онлайн","Full-Time","robota",21000,21000,"Non-IT",NA
"trainee front end (не відаленно)","Київ","Стиль, Перукарня","Full-Time","robota",21000,21000,"AI / Research",NA
"вантажник-комплектувальник","Рівне","Дубок, Меблева компанія","Full-Time","robota",21000,21000,"Non-IT",NA
"trainee c++ developer","Київ","Графік Хаус","Full-Time","robota",20000,20000,"Software Development",NA
"інженер систем безпеки","Суми","Signal","Full-Time","robota",20000,20000,"Engineering",NA
"заправник картриджів","Київ","Вiрний Друк","Full-Time","robota",19500,19500,"Non-IT",NA
"symfony developer / php developer","Львів","Ocfort Software Solutions","Full-Time","robota",19500,19500,"Software Development",NA
"инженер-системотехник","Дніпро","F1 Service","Full-Time","robota",18500,18500,"Non-IT",NA
"менеджер із закупівель будівельних матеріалів, снабженець","Кривий Ріг","Стройка24","Full-Time","robota",15500,15500,"Non-IT",NA
"різноробочий","Кременчук","Хартрон-Плант, НПП","Full-Time","robota",12500,12500,"Non-IT",NA
"data entry specialist","Львів","Lean35 Inc","Full-Time","robota",12500,12500,"Data Analysis / Data Science",NA
"фасувальниця/пакувальниця","Одеса","Упаковкін","Full-Time","robota",11000,11000,"Non-IT",NA
"junior automation qa engineer","Харків","Devicosolutions","Full-Time","robota",NA,NA,"Testing",NA
"executive assistant","Дніпро","OWOX","Full-Time","robota",NA,NA,"Non-IT",NA
"seo specialist (prom)","Київ","EVO","Full-Time","robota",NA,NA,"Non-IT",NA
"customer success manager (english language)","Київ","Синхронік, ТОВ","Full-Time","robota",NA,NA,"Non-IT",NA
"інженер конструктор","Київ","TECHIIA Holding","Full-Time","robota",NA,NA,"Engineering",NA
"network support specialist","Київ","Larch Networks, IT","Full-Time","robota",NA,NA,"System Administration / DevOps",NA
"технік-монтажник з підключення інтернет","Львів","ISP","Full-Time","robota",NA,NA,"Repair / Maintenance",NA
"програміст 1с","Харків","Омега, ТОВ","Full-Time","robota",NA,NA,"Software Development",NA
"access manager","Київ","PIN-UP.BUSINESS","Full-Time","robota",NA,NA,"Non-IT",NA
"casino retention manager","Київ","ChampionClub","Full-Time","robota",NA,NA,"Non-IT",NA
"junior outreach specialist (sdr)","Київ","Artkai","Full-Time","robota",NA,NA,"Non-IT",NA
"senior abap/team lead","Львів","OKKO","Full-Time","robota",NA,NA,"Non-IT",NA
"customer success manager (english language)","Київ","Синхронік, ТОВ","Full-Time","robota",NA,NA,"Non-IT",NA
"international lawyer","Київ","EvoPlay","Full-Time","robota",NA,NA,"Non-IT",NA
"industrial engineer","Київ","FRDM Group","Full-Time","robota",NA,NA,"Engineering",NA
"support monitoring manager","Київ","EvoPlay","Full-Time","robota",NA,NA,"Non-IT",NA
"спеціаліст/-ка з аналізу даних та репортингу/ (data analyst and reporting specialist (consultant)) - міжнародна організація з міграції (мом), представництво в україні","Київ","Міжнародна організація з міграції / МОМ","Full-Time","robota",NA,NA,"Data Analysis / Data Science",NA
"international lawyer","Київ","EvoPlay","Full-Time","robota",NA,NA,"Non-IT",NA
"«менеджер чату, customer support»","Київ","Uwingroup","Full-Time","robota",NA,NA,"Non-IT",NA
"affiliate manager","Київ","Atlim","Full-Time","robota",NA,NA,"Non-IT",NA
"програміст bas","Київ","DNIPRO-M, ООО","Full-Time","robota",NA,NA,"Software Development",NA
"full stack c#/.net developer","Київ","PNN Soft","Full-Time","robota",NA,NA,"Software Development",NA
"strategic analyst","Київ","Uklon","Full-Time","robota",NA,NA,"Data Analysis / Data Science",NA
"middle/senior business analyst (data science projects)","Київ","ПриватБанк","Full-Time","robota",NA,NA,"Data Analysis / Data Science",NA
"seo specialist (prom)","Київ","EVO","Full-Time","robota",NA,NA,"Non-IT",NA
"провідний системний адміністратор windows","Київ","Синхрон","Full-Time","robota",NA,NA,"System Administration / DevOps",NA
"молодший менеджер з підтримки партнерів (junior customer support manager)","Київ","PUMA Ukraine","Full-Time","robota",NA,NA,"Non-IT",NA
